timestamp (UTC),Swallow duration_time (4f506705-a7fb-4291-b93e-31b730553017)
2021-04-05 11:51:32.545,120.0
2021-04-05 14:02:27.200,120.0
2021-04-05 16:13:21.502,120.0
2021-04-05 18:24:15.979,120.0
2021-04-05 20:35:10.574,120.0
2021-04-05 22:46:05.064,120.0
2021-04-06 00:56:59.652,120.0
2021-04-06 03:07:54.181,120.0
2021-04-06 05:18:48.795,120.0
2021-04-06 07:29:43.194,120.0
2021-04-06 09:40:37.894,120.0
2021-04-06 11:51:32.346,120.0
2021-04-06 14:02:26.976,120.0
2021-04-06 16:13:21.498,120.0
2021-04-06 18:24:15.941,120.0
2021-04-06 20:35:10.432,120.0
2021-04-06 22:46:05.110,120.0
2021-04-07 00:56:59.523,120.0
2021-04-07 03:07:54.072,120.0
2021-04-07 05:18:48.608,120.0
2021-04-07 07:29:43.234,120.0
2021-04-07 09:40:37.681,120.0
2021-04-07 11:51:32.408,120.0
2021-04-07 14:02:26.877,120.0
2021-04-07 16:13:21.433,120.0
2021-04-07 18:24:15.927,120.0
2021-04-07 20:35:10.517,120.0
2021-04-07 22:46:05.043,120.0
2021-04-08 00:56:59.501,120.0
2021-04-08 03:07:54.221,120.0
2021-04-08 05:18:48.609,120.0
2021-04-08 07:29:43.273,120.0
2021-04-08 09:40:37.717,120.0
2021-04-08 11:51:32.342,120.0
2021-04-08 14:02:26.884,120.0
2021-04-08 16:13:21.352,120.0
2021-04-08 18:24:16.024,120.0
2021-04-08 20:35:10.353,120.0
2021-04-08 22:46:05.077,120.0
2021-04-09 00:56:59.663,120.0
2021-04-09 03:07:54.102,120.0
2021-04-09 05:18:48.559,120.0
2021-04-09 07:29:43.210,120.0
2021-04-09 09:40:37.693,120.0
2021-04-09 11:51:32.288,120.0
2021-04-09 14:02:26.761,120.0
2021-04-09 16:13:21.176,120.0
2021-04-09 18:24:15.776,120.0
2021-04-09 20:35:10.271,120.0
2021-04-09 22:46:05.041,120.0
2021-04-10 00:56:59.412,120.0
2021-04-10 03:07:54.017,120.0
2021-04-10 05:18:48.464,120.0
2021-04-10 07:29:43.164,120.0
2021-04-10 09:40:37.528,120.0
2021-04-10 11:51:32.062,120.0
2021-04-10 14:02:26.640,120.0
2021-04-10 16:13:21.085,120.0
2021-04-10 18:24:15.750,120.0
2021-04-10 20:35:10.272,120.0
2021-04-10 21:33:44.436,120.0
2021-04-10 23:16:35.985,120.0
2021-04-11 00:59:27.431,120.0
2021-04-11 02:42:18.890,120.0
2021-04-11 04:25:10.302,120.0
2021-04-11 06:08:01.616,120.0
2021-04-11 07:50:53.020,120.0
2021-04-11 09:33:44.492,120.0
2021-04-11 11:16:35.838,120.0
2021-04-11 12:59:27.329,120.0
2021-04-11 14:42:18.753,120.0
2021-04-11 16:25:10.219,120.0
2021-04-11 18:08:01.642,120.0
2021-04-11 19:50:53.033,120.0
2021-04-11 21:33:44.428,120.0
2021-04-11 23:16:36.046,120.0
2021-04-12 00:59:27.209,120.0
2021-04-12 02:42:18.784,120.0
2021-04-12 04:25:10.100,120.0
2021-04-12 06:08:01.414,120.0
2021-04-12 07:50:52.890,120.0
2021-04-12 09:33:44.432,120.0
2021-04-12 11:16:35.840,120.0
2021-04-12 12:59:27.146,120.0
2021-04-12 14:42:18.680,120.0
2021-04-12 16:25:10.130,120.0
2021-04-12 18:08:01.378,120.0
2021-04-12 19:50:53.068,120.0
2021-04-12 21:33:44.360,120.0
2021-04-12 23:16:35.761,120.0
2021-04-13 00:59:27.334,120.0
2021-04-13 02:42:18.631,120.0
2021-04-13 04:25:10.072,120.0
2021-04-13 06:08:01.325,120.0
2021-04-13 07:50:52.831,120.0
2021-04-13 09:33:44.354,120.0
2021-04-13 11:16:35.723,120.0
2021-04-13 12:59:27.138,120.0
2021-04-13 14:42:18.643,120.0
2021-04-13 16:25:10.010,120.0
2021-04-13 18:08:01.409,120.0
2021-04-13 19:50:52.921,120.0
2021-04-13 21:33:44.196,120.0
2021-04-13 23:16:35.792,120.0
2021-04-14 00:59:26.940,120.0
2021-04-14 02:42:18.443,120.0
2021-04-14 04:25:09.877,120.0
2021-04-14 06:08:01.414,120.0
2021-04-14 07:50:52.862,120.0
2021-04-14 09:33:44.155,120.0
2021-04-14 11:16:35.558,120.0
2021-04-14 12:59:27.093,120.0
2021-04-14 14:42:18.487,120.0
2021-04-14 16:25:09.852,120.0
2021-04-14 18:08:01.314,120.0
2021-04-14 19:50:52.744,120.0
2021-04-14 21:33:44.165,120.0
2021-04-14 23:16:35.478,120.0
2021-04-15 00:59:27.083,120.0
2021-04-15 02:42:18.398,120.0
2021-04-15 04:25:09.801,120.0
2021-04-15 06:08:01.326,120.0
2021-04-15 07:50:52.657,120.0
2021-04-15 09:33:44.091,120.0
2021-04-15 11:16:35.436,120.0
2021-04-15 12:59:26.961,120.0
2021-04-15 14:42:18.340,120.0
2021-04-15 16:16:13.371,120.0
2021-04-15 18:32:24.905,120.0
2021-04-15 20:48:36.471,120.0
2021-04-15 23:04:47.857,120.0
2021-04-16 01:20:59.134,120.0
2021-04-16 03:37:10.595,120.0
2021-04-16 05:53:22.168,120.0
2021-04-16 08:09:33.396,120.0
2021-04-16 10:25:45.005,120.0
2021-04-16 12:41:56.410,120.0
2021-04-16 14:58:07.841,120.0
2021-04-16 17:14:19.103,120.0
2021-04-16 19:30:30.607,120.0
2021-04-16 21:46:42.144,120.0
2021-04-17 00:02:53.461,120.0
2021-04-17 02:19:04.981,120.0
2021-04-17 04:35:16.202,120.0
2021-04-17 06:51:27.760,120.0
2021-04-17 09:07:38.975,120.0
2021-04-17 11:23:50.455,120.0
2021-04-17 13:40:01.924,120.0
2021-04-17 15:56:13.275,120.0
2021-04-17 18:12:24.732,120.0
2021-04-17 20:28:36.271,120.0
2021-04-17 22:44:47.714,120.0
2021-04-18 01:00:59.157,120.0
2021-04-18 03:17:10.369,120.0
2021-04-18 05:33:21.798,120.0
2021-04-18 07:49:33.403,120.0
2021-04-18 10:05:44.646,120.0
2021-04-18 12:21:56.250,120.0
2021-04-18 14:38:07.486,120.0
2021-04-18 16:54:19.086,120.0
2021-04-18 19:10:30.443,120.0
2021-04-18 21:26:41.839,120.0
2021-04-18 23:42:53.216,120.0
2021-04-19 01:59:04.606,120.0
2021-04-19 04:15:16.206,120.0
2021-04-19 06:31:27.558,120.0
2021-04-19 08:47:39.004,120.0
2021-04-19 11:03:50.293,120.0
2021-04-19 13:20:01.623,120.0
2021-04-19 15:36:13.209,120.0
2021-04-19 17:52:24.622,120.0
2021-04-19 20:08:35.969,120.0
2021-04-19 22:24:47.402,120.0
2021-04-20 00:40:58.773,120.0
2021-04-20 02:57:10.425,120.0
2021-04-20 05:13:21.718,120.0
2021-04-20 07:29:33.131,120.0
2021-04-20 09:45:44.456,120.0
2021-04-20 12:01:56.030,120.0
2021-04-20 14:18:07.364,120.0
2021-04-20 16:34:18.784,120.0
2021-04-20 18:50:30.272,120.0
2021-04-20 21:06:41.633,120.0
2021-04-20 23:22:52.997,120.0
2021-04-21 01:39:04.447,120.0
2021-04-21 03:55:15.886,120.0
2021-04-21 06:11:27.386,120.0
2021-04-21 08:27:38.698,120.0
2021-04-21 10:43:50.220,120.0
2021-04-21 13:00:01.460,120.0
2021-04-21 15:16:12.902,120.0
2021-04-21 17:32:24.448,120.0
2021-04-21 19:48:35.943,120.0
2021-04-21 22:04:47.169,120.0
2021-04-22 00:20:58.721,120.0
2021-04-22 02:37:10.024,120.0
2021-04-22 04:53:21.562,120.0
2021-04-22 07:09:32.899,120.0
2021-04-22 09:25:44.353,120.0
2021-04-22 11:41:55.832,120.0
2021-04-22 13:58:07.187,120.0
2021-04-22 16:14:18.549,120.0
2021-04-22 18:30:29.908,120.0
2021-04-22 20:46:41.372,120.0
2021-04-22 23:02:52.898,120.0
2021-04-23 01:19:04.266,120.0
2021-04-23 03:35:15.872,120.0
2021-04-23 05:51:27.190,120.0
2021-04-23 08:07:38.430,120.0
2021-04-23 10:23:50.033,120.0
2021-04-23 12:40:01.455,120.0
2021-04-23 14:56:12.878,120.0
2021-04-23 17:12:24.111,120.0
2021-04-23 19:28:35.670,120.0
2021-04-23 21:44:47.220,120.0
2021-04-24 00:00:58.422,120.0
2021-04-24 02:17:10.174,120.0
2021-04-24 04:33:21.260,120.0
2021-04-24 06:49:32.741,120.0
2021-04-24 09:05:44.118,120.0
2021-04-24 11:21:55.529,120.0
2021-04-24 13:38:06.910,120.0
2021-04-24 15:54:18.361,120.0
2021-04-24 18:10:29.849,120.0
2021-04-24 20:26:41.171,120.0
2021-04-24 22:42:52.708,120.0
2021-04-25 00:59:04.127,120.0
2021-04-25 03:15:15.413,120.0
2021-04-25 05:31:27.022,120.0
2021-04-25 07:47:38.446,120.0
2021-04-25 10:03:49.799,120.0
2021-04-25 12:20:01.151,120.0
2021-04-25 14:36:12.766,120.0
2021-04-25 16:52:23.929,120.0
2021-04-25 19:08:35.560,120.0
2021-04-25 21:24:46.978,120.0
2021-04-25 23:40:58.355,120.0
2021-04-26 01:57:09.772,120.0
2021-04-26 04:13:21.190,120.0
2021-04-26 06:29:32.535,120.0
2021-04-26 08:45:44.034,120.0
2021-04-26 11:01:55.421,120.0
2021-04-26 13:18:06.779,120.0
2021-04-26 15:34:18.360,120.0
2021-04-26 17:50:29.602,120.0
2021-04-26 20:06:41.057,120.0
2021-04-26 22:22:52.468,120.0
2021-04-27 00:39:03.821,120.0
2021-04-27 02:55:15.311,120.0
2021-04-27 05:11:26.849,120.0
2021-04-27 07:27:38.279,120.0
2021-04-27 09:43:49.582,120.0
2021-04-27 12:00:00.908,120.0
2021-04-27 14:16:12.597,120.0
2021-04-27 16:32:23.830,120.0
2021-04-27 18:48:35.369,120.0
2021-04-27 21:04:46.739,120.0
2021-04-27 23:20:58.154,120.0
2021-04-28 01:37:09.458,120.0
2021-04-28 03:53:20.988,120.0
2021-04-28 06:09:32.347,120.0
2021-04-28 08:25:43.680,120.0
2021-04-28 10:41:55.178,120.0
2021-04-28 12:58:06.622,120.0
2021-04-28 15:14:18.068,120.0
2021-04-28 17:30:29.426,120.0
2021-04-28 19:46:41.065,120.0
2021-04-28 22:02:52.380,120.0
2021-04-29 00:19:03.715,120.0
2021-04-29 02:35:15.170,120.0
2021-04-29 04:51:26.757,120.0
2021-04-29 07:07:38.039,120.0
2021-04-29 09:23:49.341,120.0
2021-04-29 11:40:00.844,120.0
2021-04-29 13:56:12.291,120.0
2021-04-29 16:12:23.661,120.0
2021-04-29 18:28:35.207,120.0
2021-04-29 20:44:46.432,120.0
2021-04-29 23:00:57.795,120.0
2021-04-30 01:17:09.336,120.0
2021-04-30 03:33:20.883,120.0
2021-04-30 05:49:32.173,120.0
2021-04-30 08:05:43.615,120.0
2021-04-30 10:21:55.191,120.0
2021-04-30 12:38:06.522,120.0
2021-04-30 14:54:17.849,120.0
2021-04-30 17:10:29.339,120.0
2021-04-30 19:26:40.605,120.0
2021-04-30 21:42:52.158,120.0
2021-04-30 23:59:03.470,120.0
2021-05-01 02:15:15.085,120.0
2021-05-01 04:31:26.465,120.0
2021-05-01 06:47:37.879,120.0
2021-05-01 09:03:49.255,120.0
2021-05-01 11:20:00.630,120.0
2021-05-01 13:36:12.004,120.0
2021-05-01 15:52:23.451,120.0
2021-05-01 18:08:34.986,120.0
2021-05-01 20:24:46.428,120.0
2021-05-01 22:40:57.787,120.0
2021-05-02 00:57:09.238,120.0
2021-05-02 03:13:20.649,120.0
2021-05-02 05:29:31.964,120.0
2021-05-02 07:45:43.560,120.0
2021-05-02 10:01:55.032,120.0
2021-05-02 12:18:06.406,120.0
2021-05-02 14:34:17.835,120.0
2021-05-02 16:50:29.113,120.0
2021-05-02 19:06:40.625,120.0
2021-05-02 21:22:52.071,120.0
2021-05-02 23:39:03.465,120.0
2021-05-03 01:55:14.870,120.0
2021-05-03 04:11:26.346,120.0
2021-05-03 06:27:37.563,120.0
2021-05-03 08:43:49.071,120.0
2021-05-03 11:00:00.488,120.0
2021-05-03 13:16:11.955,120.0
2021-05-03 15:32:23.381,120.0
2021-05-03 17:48:34.791,120.0
2021-05-03 20:04:46.196,120.0
2021-05-03 22:20:57.576,120.0
2021-05-04 00:37:09.001,120.0
2021-05-04 02:53:20.399,120.0
2021-05-04 05:09:31.984,120.0
2021-05-04 07:25:43.224,120.0
2021-05-04 09:41:54.623,120.0
2021-05-04 11:58:05.992,120.0
2021-05-04 14:14:17.466,120.0
2021-05-04 16:30:29.035,120.0
2021-05-04 18:46:40.248,120.0
2021-05-04 21:02:51.721,120.0
2021-05-04 23:19:03.307,120.0
2021-05-05 01:35:14.749,120.0
2021-05-05 03:51:26.093,120.0
2021-05-05 06:07:37.460,120.0
2021-05-05 08:23:48.879,120.0
2021-05-05 10:40:00.239,120.0
2021-05-05 12:56:11.735,120.0
2021-05-05 15:12:23.060,120.0
2021-05-05 17:28:34.596,120.0
2021-05-05 19:44:46.122,120.0
2021-05-05 22:00:57.322,120.0
2021-05-06 00:17:09.046,120.0
2021-05-06 02:33:20.354,120.0
2021-05-06 04:49:31.506,120.0
2021-05-06 07:05:42.964,120.0
2021-05-06 09:21:54.429,120.0
2021-05-06 11:38:05.889,120.0
2021-05-06 13:54:17.274,120.0
2021-05-06 16:10:28.879,120.0
2021-05-06 18:26:40.246,120.0
2021-05-06 20:42:51.661,120.0
2021-05-06 22:59:02.925,120.0
2021-05-07 01:15:14.474,120.0
2021-05-07 03:31:25.841,120.0
2021-05-07 05:47:37.350,120.0
2021-05-07 08:03:48.693,120.0
2021-05-07 10:20:00.231,120.0
2021-05-07 12:36:11.605,120.0
2021-05-07 14:52:22.943,120.0
2021-05-07 17:08:34.360,120.0
2021-05-07 19:24:45.925,120.0
2021-05-07 21:40:57.234,120.0
2021-05-07 23:57:08.589,120.0
2021-05-08 02:13:20.020,120.0
2021-05-08 04:29:31.351,120.0
2021-05-08 06:45:42.821,120.0
2021-05-08 09:01:54.315,120.0
2021-05-08 11:18:05.749,120.0
2021-05-08 13:34:17.067,120.0
2021-05-08 15:50:28.526,120.0
2021-05-08 18:06:39.979,120.0
2021-05-08 20:22:51.304,120.0
2021-05-08 22:39:02.987,120.0
2021-05-09 00:55:14.407,120.0
2021-05-09 03:11:25.679,120.0
2021-05-09 05:27:37.143,120.0
2021-05-09 07:43:48.448,120.0
2021-05-09 09:59:59.877,120.0
2021-05-09 12:16:11.264,120.0
2021-05-09 14:32:22.781,120.0
2021-05-09 16:48:34.134,120.0
2021-05-09 19:04:45.597,120.0
2021-05-09 21:20:56.932,120.0
2021-05-09 23:37:08.532,120.0
2021-05-10 01:53:19.981,120.0
2021-05-10 04:09:31.220,120.0
2021-05-10 06:25:42.703,120.0
2021-05-10 08:41:54.224,120.0
2021-05-10 10:58:05.620,120.0
2021-05-10 13:14:16.947,120.0
2021-05-10 15:30:28.320,120.0
2021-05-10 17:46:39.712,120.0
2021-05-10 20:02:51.233,120.0
2021-05-10 22:19:02.611,120.0
2021-05-11 00:35:14.176,120.0
2021-05-11 02:51:25.490,120.0
2021-05-11 05:07:36.892,120.0
2021-05-11 07:23:48.382,120.0
2021-05-11 09:39:59.722,120.0
2021-05-11 11:56:11.228,120.0
2021-05-11 14:12:22.762,120.0
2021-05-11 16:28:33.946,120.0
2021-05-11 18:44:45.455,120.0
2021-05-11 21:00:56.925,120.0
2021-05-11 23:17:08.363,120.0
2021-05-12 01:33:19.636,120.0
2021-05-12 03:49:31.119,120.0
2021-05-12 06:05:42.698,120.0
2021-05-12 08:21:54.029,120.0
2021-05-12 10:38:05.321,120.0
2021-05-12 12:54:16.866,120.0
2021-05-12 14:13:27.207,3541.038144
2021-05-12 17:26:39.553,120.0
2021-05-12 19:42:51.121,120.0
2021-05-12 21:59:02.431,120.0
2021-05-13 00:15:13.849,120.0
2021-05-13 02:31:25.391,120.0
2021-05-13 04:47:36.782,120.0
2021-05-13 07:03:48.148,120.0
2021-05-13 09:19:59.668,120.0
2021-05-13 11:36:11.000,120.0
2021-05-13 13:52:22.462,120.0
2021-05-13 16:08:33.717,120.0
2021-05-13 18:24:45.169,120.0
2021-05-13 20:40:56.775,120.0
2021-05-13 22:57:08.001,120.0
2021-05-14 01:13:19.507,120.0
2021-05-14 03:29:30.872,120.0
2021-05-14 05:45:42.454,120.0
2021-05-14 08:01:53.838,120.0
2021-05-14 10:18:05.103,120.0
2021-05-14 12:34:16.648,120.0
2021-05-14 14:50:28.001,120.0
2021-05-14 17:06:39.471,120.0
2021-05-14 19:22:50.825,120.0
2021-05-14 21:39:02.271,120.0
2021-05-14 23:55:13.641,120.0
2021-05-15 02:11:25.048,120.0
2021-05-15 04:27:36.545,120.0
2021-05-15 06:43:47.903,120.0
2021-05-15 08:59:59.452,120.0
2021-05-15 11:16:10.726,120.0
2021-05-15 13:32:22.146,120.0
2021-05-15 15:48:33.786,120.0
2021-05-15 18:04:45.017,120.0
2021-05-15 20:20:56.595,120.0
2021-05-15 22:37:07.931,120.0
2021-05-16 00:53:19.246,120.0
2021-05-16 03:09:31.009,120.0
2021-05-16 05:25:42.281,120.0
2021-05-16 07:41:53.554,120.0
2021-05-16 09:58:04.982,120.0
2021-05-16 12:14:16.426,120.0
2021-05-16 14:30:27.948,120.0
2021-05-16 16:46:39.226,120.0
2021-05-16 19:02:50.599,120.0
2021-05-16 21:19:02.099,120.0
2021-05-16 23:35:13.507,120.0
2021-05-17 01:51:24.856,120.0
2021-05-17 04:07:36.395,120.0
2021-05-17 06:23:47.908,120.0
2021-05-17 08:39:59.372,120.0
2021-05-17 10:56:10.652,120.0
2021-05-17 13:12:22.163,120.0
2021-05-17 15:28:33.614,120.0
2021-05-17 17:44:45.047,120.0
2021-05-17 20:00:56.383,120.0
2021-05-17 22:17:07.825,120.0
2021-05-18 00:33:19.103,120.0
2021-05-18 02:49:30.679,120.0
2021-05-18 05:05:42.036,120.0
2021-05-18 07:21:53.518,120.0
2021-05-18 09:38:04.830,120.0
2021-05-18 11:54:16.338,120.0
2021-05-18 14:10:27.836,120.0
2021-05-18 16:26:39.156,120.0
2021-05-18 18:42:50.565,120.0
2021-05-18 20:59:02.021,120.0
2021-05-18 23:15:13.394,120.0
2021-05-19 01:31:24.826,120.0
2021-05-19 03:47:36.217,120.0
2021-05-19 06:03:47.542,120.0
2021-05-19 08:19:59.150,120.0
2021-05-19 10:36:10.529,120.0
2021-05-19 12:52:21.899,120.0
2021-05-19 15:08:33.246,120.0
2021-05-19 17:24:44.822,120.0
2021-05-19 19:40:56.193,120.0
2021-05-19 21:57:07.475,120.0
2021-05-20 00:13:18.895,120.0
2021-05-20 02:29:30.308,120.0
2021-05-20 04:45:41.928,120.0
2021-05-20 07:01:53.267,120.0
2021-05-20 09:18:04.667,120.0
2021-05-20 11:34:16.169,120.0
